survey_year,timestamp,salaryusd,country,postalcode,primarydatabase,yearswiththisdatabase,otherdatabases,employmentstatus,jobtitle,managestaff,yearswiththistypeofjob,howmanycompanies,otherpeopleonyourteam,companyemployeesoverall,databaseservers,education,educationiscomputerrelated,certifications,hoursworkedperweek,telecommutedaysperweek,populationoflargestcitywithin20miles,employmentsector,lookingforanotherjob,careerplansthisyear,gender,otherjobduties,kindsoftasksperformed,counter
2018,2017-12-19T10:58:53.847,160000,United States,23901,Microsoft SQL Server,21,"MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)","Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,12,Not Asked,3,Not Asked,12,Associates (2 years),No,"Yes, and they're currently valid",55,4,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Data Scientist, Developer: App code (C#, JS, etc), Engineer, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,2017-12-19T10:59:09.481,91000,United States,50322,PostgreSQL,2,"Redis, SQLite",Full time employee,"Developer: App code (C#, JS, etc)",No,8,Not Asked,5,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,,"Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
2018,2017-12-19T11:05:58.266,75110,United States,97701,Microsoft SQL Server,2,DB2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,Not Asked,1,Not Asked,7,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Local government,No,"Stay with the same employer, same role",Male,Analyst,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects",1
2018,2017-12-19T11:08:29.372,60000,Greece,,Microsoft SQL Server,13,,Full time employee,Manager,Yes,4,Not Asked,None,Not Asked,400,Masters,Yes,"No, I never have",48,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR)","Meetings & management, Projects",1
2018,2017-12-19T11:10:15.874,100000,United States,,Microsoft SQL Server,20,,Full time employee,Engineer,No,2,Not Asked,1,Not Asked,5,None (no degree completed),N/A,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc)","Projects, R&D",1
2018,2017-12-19T11:19:50.787,58000,Canada,M6K3N5,Microsoft SQL Server,10,"MySQL/MariaDB, Microsoft Access",Full time employee,Developer: T-SQL,No,10,Not Asked,1,Not Asked,2,Bachelors (4 years),Yes,"No, I never have",40,3,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",Build scripts & automation tools,1
2018,2017-12-19T11:23:20.438,90000,United States,6484,Microsoft SQL Server,6,Azure SQL Data Warehouse,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,1,Not Asked,16,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,2017-12-19T11:25:15.065,130000,United States,19312,Microsoft SQL Server,8,"Microsoft SQL Server, Redis, Elasticsearch",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,Not Asked,None,Not Asked,25,None (no degree completed),N/A,"No, I never have",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2018,2017-12-19T11:30:46.603,125000,United States,60193,Microsoft SQL Server,20,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,4,Not Asked,75,None (no degree completed),No,"No, I never have",50,1,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2018,2017-12-19T11:32:37.68,160000,United States,91321,Microsoft SQL Server,15,Oracle,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,4,Not Asked,1,Not Asked,50,Bachelors (4 years),No,"Yes, and they're currently valid",50,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T11:33:17.748,94000,United States,60654,Microsoft SQL Server,7,"Oracle, MongoDB, Microsoft Access, SQLite",Full time employee,Developer: T-SQL,No,7,Not Asked,More than 5,Not Asked,4,Masters,Yes,"Yes, and they're currently valid",40,1,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Female,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects",1
2018,2017-12-19T11:35:05.16,79000,United States,77002,Microsoft SQL Server,15,"Oracle, MySQL/MariaDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,25,Not Asked,2,Not Asked,75,Bachelors (4 years),Yes,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,2017-12-19T11:36:09.129,84000,United States,48044,Microsoft SQL Server,8,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",Full time employee of a consulting/contracting company,Architect,No,3,Not Asked,1,Not Asked,16,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)",Change both employers and roles,Male,"Analyst, Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Meetings & management, Projects",1
2018,2017-12-19T11:55:33.353,89750,United States,986,Microsoft SQL Server,15,"MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,15,Not Asked,None,Not Asked,63,Bachelors (4 years),Yes,"Yes, but they expired",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,2017-12-19T11:55:43.796,26000,United Kingdom,,Microsoft SQL Server,3,,Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,10,Bachelors (4 years),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Female,"DBA (Development Focus - tunes queries, indexes, does deployments)",,1
2018,2017-12-19T11:55:51.115,85000,United States,99408,Microsoft SQL Server,9,Microsoft Access,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",No,9,Not Asked,2,Not Asked,3,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T12:03:21.648,80000,United States,10001,Microsoft SQL Server,3,"Oracle, MySQL/MariaDB, DB2, Azure SQL DB, Amazon RDS (any flavor), HPCC",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,More than 5,Not Asked,35,Masters,Yes,"No, I never have",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Female,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Training/teaching",1
2018,2017-12-19T12:04:33.262,110000,United States,27,Microsoft SQL Server,12,Oracle,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,Not Asked,3,Not Asked,221,Masters,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Female,"DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, On-call as part of a rotation, Projects",1
2018,2017-12-19T12:06:16.78,130000,United States,92130,Microsoft SQL Server,10,,Full time employee,Developer: T-SQL,No,1,Not Asked,More than 5,Not Asked,70,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Projects, R&D",1
2018,2017-12-19T12:07:07.8,80000,United States,53711,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,1,Not Asked,None,Not Asked,35,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Meetings & management, Training/teaching",1
2018,2017-12-19T12:19:55.109,82500,United States,,Microsoft SQL Server,0,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,0,Not Asked,3,Not Asked,3,Bachelors (4 years),No,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL","Build scripts & automation tools, Projects",1
2018,2017-12-19T12:21:11.507,100000,United States,92806,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,1,Not Asked,4,Not Asked,13,Bachelors (4 years),No,"Yes, but they expired",42,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T12:27:24.25,73000,Czech Republic,186 00,Oracle,20,"Microsoft SQL Server, Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access","Independent consultant, contractor, freelancer,  or company owner","Developer: Business Intelligence (SSRS, PowerBI, etc)",No,20,Not Asked,2,Not Asked,6,None (no degree completed),N/A,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"Analyst, Developer: T-SQL",,1
2018,2017-12-19T12:30:57.53,125000,United States,43551,Microsoft SQL Server,9,"SAP, Azure SQL DB",Full time employee,Architect,No,7,Not Asked,More than 5,Not Asked,450,Masters,Yes,"Yes, but they expired",40,2,Not Asked,Private business,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Meetings & management, Projects, R&D, Training/teaching",1
2018,2017-12-19T12:38:31.545,115000,United Kingdom,,Microsoft SQL Server,20,"Microsoft SQL Server, Oracle, PostgreSQL, Microsoft Access, SAP, Azure SQL DB","Independent consultant, contractor, freelancer,  or company owner",DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,Not Asked,None,Not Asked,50,Bachelors (4 years),Yes,"Yes, and they're currently valid",38,5 or more,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Architect, Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Meetings & management, Projects, R&D",1
2018,2017-12-19T12:41:18.116,22000,Brazil,,Oracle,4,"Microsoft SQL Server, MySQL/MariaDB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,More than 5,Not Asked,50,Associates (2 years),Yes,"Yes, and they're currently valid",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,2017-12-19T12:51:35.665,74000,United States,18944,Microsoft SQL Server,4,"Microsoft SQL Server, Oracle, SQLite, Hadoop",Full time employee,Developer: T-SQL,No,2,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",55,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)",Build scripts & automation tools,1
2018,2017-12-19T12:52:09.842,145000,United States,,Microsoft SQL Server,13,,Full time employee,Architect,No,4,Not Asked,1,Not Asked,8,Associates (2 years),Yes,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T12:53:03.919,138000,United States,77085,Microsoft SQL Server,17,"Microsoft SQL Server, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",Yes,32,Not Asked,None,Not Asked,10,None (no degree completed),N/A,"Yes, but they expired",40,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T12:57:16.82,65000,United States,64068,Microsoft SQL Server,15,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,15,Not Asked,1,Not Asked,400,Bachelors (4 years),Yes,"Yes, but they expired",45,1,Not Asked,Private business,No,Prefer not to say,Prefer not to say,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects",1
2018,2017-12-19T12:59:40.259,80000,Sweden,,Microsoft SQL Server,19,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,19,Not Asked,None,Not Asked,20,Associates (2 years),Yes,"No, I never have",40,1,Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,,1
2018,2017-12-19T13:00:04.135,90000,Canada,V6B,Microsoft SQL Server,20,"Microsoft SQL Server, Redis","Independent consultant, contractor, freelancer,  or company owner","DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,Not Asked,4,Not Asked,60,Bachelors (4 years),Yes,"Yes, but they expired",40,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,2017-12-19T13:03:08.163,96000,United States,54703,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,10,Not Asked,None,Not Asked,4,Associates (2 years),Yes,"Yes, and they're currently valid",42,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2018,2017-12-19T13:04:22.375,106000,United States,10001,Microsoft SQL Server,4,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,Not Asked,1,Not Asked,68,None (no degree completed),N/A,"Yes, but they expired",45,1,Not Asked,Non-profit,"Yes, but only passively (just curious)",Prefer not to say,Male,Engineer,"Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects",1
2018,2017-12-19T13:14:42.793,80200,United Kingdom,SE13,Oracle,5,MySQL/MariaDB,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,0,Not Asked,2,Not Asked,15,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Manual tasks, Meetings & management, Projects, R&D",1
2018,2017-12-19T13:16:51.452,98866,Australia,,Microsoft SQL Server,8,"Microsoft Access, Azure SQL DB",Full time employee,Engineer,Yes,2,Not Asked,None,Not Asked,500,None (no degree completed),N/A,"Yes, and they're currently valid",52,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)",Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
2018,2017-12-19T13:17:09.604,96000,United States,44212,Microsoft SQL Server,10,Microsoft Access,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,1,Not Asked,3000,Bachelors (4 years),Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer,  but change roles",Prefer not to say,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365",1
2018,2017-12-19T13:17:56.698,100000,United States,30075,Microsoft SQL Server,7,Microsoft SQL Server,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,3,Not Asked,3,Not Asked,30,Bachelors (4 years),No,"No, I never have",65,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Female,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Meetings & management, On-call 24/7/365",1
2018,2017-12-19T13:26:19.689,350000,United States,,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB","Independent consultant, contractor, freelancer,  or company owner",Architect,No,10,Not Asked,None,Not Asked,50,Masters,Yes,"Yes, and they're currently valid",50,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching",1
2018,2017-12-19T13:32:48.305,53000,United Kingdom,,Microsoft SQL Server,2,"MySQL/MariaDB, Microsoft Access, SQLite, Elasticsearch",Full time employee,"Developer: App code (C#, JS, etc)",No,2,Not Asked,2,Not Asked,10,Bachelors (4 years),No,"No, I never have",39,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: T-SQL, Engineer","Build scripts & automation tools, Projects, R&D, Training/teaching",1
2018,2017-12-19T13:32:55.086,94000,United States,78070,Microsoft SQL Server,8,"Oracle, MySQL/MariaDB, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,Not Asked,5,Not Asked,150,Bachelors (4 years),No,"Yes, and they're currently valid",40,3,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,2017-12-19T13:35:20.504,97000,United States,53029,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,Not Asked,None,Not Asked,55,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365",1
2018,2017-12-19T13:36:47.285,125000,United States,8330,Microsoft SQL Server,17,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,Not Asked,None,Not Asked,30,Bachelors (4 years),No,"Yes, and they're currently valid",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"Architect, DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, On-call 24/7/365, Projects, R&D",1
2018,2017-12-19T13:37:30.582,17000,India,122001,Microsoft SQL Server,5,"Microsoft SQL Server, Microsoft Access, Azure SQL DB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,5,Not Asked,2,Not Asked,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL",,1
2018,2017-12-19T13:46:41.016,87000,United States,97205,Microsoft SQL Server,3,,Full time employee,"Developer: App code (C#, JS, etc)",No,4,Not Asked,None,Not Asked,4,Bachelors (4 years),Yes,"No, I never have",40,1,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Female,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D",1
2018,2017-12-19T13:50:07.035,60000,United Kingdom,Bl6,Microsoft SQL Server,12,"Azure SQL DB, Azure SQL data warehouse ",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,3,Not Asked,4,Not Asked,3,Bachelors (4 years),Yes,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
2018,2017-12-19T13:50:33.017,87600,Finland,1300,Microsoft SQL Server,15,Microsoft SQL Server,Full time employee,Architect,Yes,9,Not Asked,2,Not Asked,40,Masters,Yes,"Yes, but they expired",50,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Muppet,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,2017-12-19T13:51:10.928,36000,South Africa,81,Microsoft SQL Server,11,,Full time employee,"Developer: App code (C#, JS, etc)",No,13,Not Asked,2,Not Asked,15,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, R&D",1
2018,2017-12-19T14:05:42.812,138000,United States,85086,Microsoft SQL Server,9,"Microsoft SQL Server, Oracle, MySQL/MariaDB, MongoDB, Redis, SAP, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,3,Not Asked,150,Bachelors (4 years),Yes,"Yes, but they expired",45,1,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL, Engineer","Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching",1
2018,2017-12-19T14:08:33.296,85000,United States,74074,Microsoft SQL Server,10,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,6,Not Asked,None,Not Asked,10,None (no degree completed),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Non-profit,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T14:25:13.338,7500,Colombia,57,Microsoft SQL Server,1,MySQL/MariaDB,"Independent consultant, contractor, freelancer,  or company owner",Engineer,No,1,Not Asked,1,Not Asked,1,Bachelors (4 years),Yes,"Yes, and they're currently valid",30,2,Not Asked,State/province government,"Yes, but only passively (just curious)",Change both employers and roles,Male,Engineer,Projects,1
2018,2017-12-19T14:26:26.215,140000,New Zealand,,Microsoft SQL Server,20,Azure SQL DB,"Independent consultant, contractor, freelancer,  or company owner",Architect,No,25,Not Asked,None,Not Asked,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",32,"None, or less than 1 day per week",Not Asked,Federal government,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching",1
2018,2017-12-19T14:30:18.555,88000,Germany,,Microsoft SQL Server,13,"MySQL/MariaDB, Microsoft Access",Full time employee,"Developer: App code (C#, JS, etc)",No,14,Not Asked,None,Not Asked,5,None (no degree completed),N/A,"No, I never have",42,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL",Projects,1
2018,2017-12-19T14:33:42.848,1967,Portugal,,Microsoft SQL Server,1,"MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,1,Not Asked,None,Not Asked,2,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,5 or more,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc)","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,2017-12-19T14:36:12.182,51000,New Zealand,,Microsoft SQL Server,5,MySQL/MariaDB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,More than 5,Not Asked,200,Bachelors (4 years),Yes,"Yes, but they expired",38,"None, or less than 1 day per week",Not Asked,Private business,No,Prefer not to say,Female,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","On-call as part of a rotation, Projects, R&D",1
2018,2017-12-19T14:40:54.188,30692,Portugal,,Microsoft SQL Server,7,"Microsoft SQL Server, Oracle, PostgreSQL, MongoDB, Cassandra, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,8,Not Asked,More than 5,Not Asked,1000,Associates (2 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,No,Change both employers and roles,Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
